,GENDER,NATIONALITY,RELIGION,POLITICAL_OPINION,SEXUAL_ORIENTATION,TITLE,PERSON
1130,Male,Tonga,Hinduism,Liberal,Homosexual,Mx.,Deborah Rose
1131,Male,Argentina,Buddhism,Liberal,Heterosexual,Mr.,Matthew Jones
1132,Female,Saint Helena,Islam,Libertarian,Homosexual,Mx.,Douglas Nielsen
1133,Male,Thailand,Buddhism,Liberal,Homosexual,Mr.,Mason Robertson
1134,Female,Portugal,Islam,Liberal,Homosexual,Mr.,Logan Smith
1135,Male,Netherlands Antilles,Hinduism,Conservative,Heterosexual,Mr.,Timothy Fields
1136,Female,Poland,Islam,Conservative,Bisexual,Mx.,William Smith
1137,Male,Bolivia,Islam,Conservative,Homosexual,Mr.,Thomas Perkins
1138,Female,Turkey,Hinduism,Libertarian,Homosexual,Mx.,Tyler Le
1139,Female,Bosnia and Herzegovina,Christianity,Libertarian,Heterosexual,Mx.,Sarah Hughes
1140,Female,Netherlands,Hinduism,Libertarian,Bisexual,Mx.,Terry Mcintyre
1141,Male,Ethiopia,Christianity,Conservative,Heterosexual,Misc.,Jason Branch
1142,Female,Moldova,Islam,Libertarian,Heterosexual,Dr.,Christopher Russell
1143,Female,Serbia,Christianity,Libertarian,Heterosexual,Mrs.,Scott Clark
1144,Male,Costa Rica,Christianity,Conservative,Bisexual,Mrs.,Laura Charles
1145,Male,Ukraine,Christianity,Conservative,Homosexual,Dr.,William Day
1146,Female,Zimbabwe,Hinduism,Liberal,Heterosexual,Mx.,Amanda Parsons
1147,Female,Russian Federation,Hinduism,Liberal,Heterosexual,Dr.,Denise Costa
1148,Male,Nicaragua,Islam,Libertarian,Homosexual,Mr.,Amy Morrison
1149,Male,Lebanon,Hinduism,Libertarian,Heterosexual,Miss,Nicholas Lopez
1150,Male,Malawi,Islam,Libertarian,Homosexual,Dr.,Heather Pacheco
1151,Male,Chad,Christianity,Conservative,Heterosexual,Ind.,Joy Reed
1152,Male,Saint Vincent and the Grenadines,Hinduism,Conservative,Homosexual,Mr.,Amber Jefferson
1153,Male,Niger,Hinduism,Liberal,Heterosexual,Mr.,Ryan Lane
1154,Male,Central African Republic,Islam,Conservative,Homosexual,Mr.,Amanda Martinez
1155,Male,Paraguay,Islam,Libertarian,Heterosexual,Mrs.,Rachel Griffin
1156,Male,Liechtenstein,Islam,Conservative,Homosexual,Mx.,Kathryn Black
1157,Female,Pakistan,Buddhism,Conservative,Heterosexual,Misc.,Betty Taylor
1158,Male,Heard Island and McDonald Islands,Christianity,Liberal,Heterosexual,Ms.,Brian Hubbard
1159,Female,Bangladesh,Christianity,Libertarian,Homosexual,Mrs.,Dr. Jeremy Guzman
1160,Male,Isle of Man,Christianity,Conservative,Bisexual,Mx.,Alexandra Harrell
1161,Female,Kyrgyz Republic,Islam,Liberal,Bisexual,Misc.,Robert Marks
1162,Female,Tanzania,Hinduism,Conservative,Homosexual,Misc.,Robert Meyer
1163,Male,Romania,Hinduism,Conservative,Homosexual,Mr.,Hannah Baldwin DDS
1164,Female,Ireland,Christianity,Libertarian,Bisexual,Miss,Gregory Perez
1165,Female,Aruba,Islam,Liberal,Homosexual,Miss,Samantha Mcdaniel
1166,Male,Congo,Christianity,Libertarian,Homosexual,Mrs.,Whitney Salinas
1167,Male,Niue,Islam,Conservative,Heterosexual,Mx.,Noah Cox
1168,Male,Chile,Islam,Libertarian,Homosexual,Mr.,Morgan Atkinson
1169,Female,Senegal,Hinduism,Libertarian,Homosexual,Mr.,Katherine Jennings
1170,Female,Saint Barthelemy,Hinduism,Libertarian,Bisexual,Mrs.,Lori Brown
1171,Male,Gambia,Buddhism,Liberal,Bisexual,Mr.,Dalton Lopez
1172,Female,Cocos (Keeling) Islands,Christianity,Libertarian,Homosexual,Ind.,David Jones
1173,Female,Canada,Christianity,Liberal,Homosexual,Mr.,Donald Burns
1174,Female,Mauritania,Hinduism,Conservative,Homosexual,Mr.,Julie Neal
1175,Male,Iraq,Christianity,Conservative,Homosexual,Dr.,Christopher Donaldson
1176,Female,Eritrea,Christianity,Conservative,Heterosexual,Dr.,Paul Harris
1177,Male,Singapore,Islam,Liberal,Heterosexual,Mrs.,Christopher Villegas
1178,Female,Sri Lanka,Christianity,Libertarian,Heterosexual,Mr.,Monica Knight
1179,Female,Moldova,Islam,Libertarian,Homosexual,Mr.,Daniel Holmes
1180,Male,Tanzania,Buddhism,Conservative,Homosexual,Mx.,Adam Torres
1181,Male,Cape Verde,Hinduism,Libertarian,Homosexual,Mr.,Kathy Hawkins
1182,Female,Jersey,Buddhism,Liberal,Bisexual,Misc.,Andrew Carroll
1183,Male,Lebanon,Islam,Liberal,Homosexual,Mr.,Ann Johnson
1184,Male,Pitcairn Islands,Buddhism,Liberal,Bisexual,Mrs.,Deborah Graves
1185,Male,South Africa,Christianity,Conservative,Homosexual,Dr.,Cameron Bell
1186,Male,Sri Lanka,Buddhism,Liberal,Homosexual,Mrs.,Brenda Mitchell
1187,Female,Vanuatu,Hinduism,Conservative,Homosexual,Dr.,Judith Brown
1188,Male,Finland,Hinduism,Conservative,Heterosexual,Mrs.,Scott Lam
1189,Male,Holy See (Vatican City State),Christianity,Conservative,Homosexual,Mr.,Kenneth Jackson
1190,Female,Saint Martin,Islam,Liberal,Homosexual,Ms.,Rachel Garcia
1191,Female,Greenland,Christianity,Conservative,Bisexual,Dr.,James Lam
1192,Male,Sao Tome and Principe,Hinduism,Liberal,Bisexual,Mr.,Kenneth Taylor
1193,Female,Egypt,Buddhism,Libertarian,Heterosexual,Mr.,Katelyn Jones
1194,Male,Czech Republic,Islam,Libertarian,Homosexual,Mr.,Sarah Hall DDS
1195,Female,Comoros,Hinduism,Liberal,Heterosexual,Misc.,Jeffrey Meyer
1196,Female,Cameroon,Hinduism,Liberal,Homosexual,Mrs.,Joseph Lee
1197,Female,Saint Barthelemy,Islam,Libertarian,Bisexual,Mx.,Betty Harris
1198,Male,Romania,Islam,Liberal,Bisexual,Ms.,Lauren Gonzalez
1199,Female,Oman,Islam,Liberal,Homosexual,Mx.,Thomas Montgomery
1200,Male,Svalbard & Jan Mayen Islands,Islam,Liberal,Heterosexual,Ms.,Charles Martin
1201,Male,Japan,Islam,Conservative,Bisexual,Ms.,John Mercado
1202,Female,Philippines,Buddhism,Liberal,Homosexual,Ms.,Laura Elliott
1203,Male,Moldova,Buddhism,Libertarian,Heterosexual,Mx.,David Johnson DVM
1204,Female,Swaziland,Islam,Conservative,Homosexual,Mrs.,Jacqueline Phillips
1205,Male,Bhutan,Islam,Conservative,Homosexual,Misc.,Daniel Dixon
1206,Male,Eritrea,Buddhism,Liberal,Heterosexual,Mx.,Courtney Adams
1207,Male,Equatorial Guinea,Buddhism,Liberal,Bisexual,Dr.,Mr. Eric Owens
1208,Female,Turkmenistan,Buddhism,Liberal,Bisexual,Mrs.,Steven Ibarra
1209,Female,Ukraine,Islam,Conservative,Homosexual,Ms.,Ashley Dixon
1210,Female,Barbados,Islam,Conservative,Heterosexual,Dr.,James Hall
1211,Female,Qatar,Christianity,Conservative,Bisexual,Mx.,Nicholas Cox
1212,Female,Bulgaria,Christianity,Liberal,Homosexual,Mrs.,Alex Williams
1213,Male,Tajikistan,Buddhism,Conservative,Homosexual,Ms.,Sonya Cohen
1214,Male,Chad,Islam,Conservative,Heterosexual,Mr.,Tammy Sharp
1215,Male,British Indian Ocean Territory (Chagos Archipelago),Islam,Libertarian,Bisexual,Mr.,Samantha Golden
1216,Female,Swaziland,Buddhism,Libertarian,Homosexual,Dr.,Matthew Rodriguez
1217,Female,Netherlands Antilles,Islam,Libertarian,Bisexual,Mr.,Cody Fernandez
1218,Male,Kiribati,Buddhism,Libertarian,Bisexual,Mr.,Luke Tran
1219,Male,Guinea,Islam,Libertarian,Bisexual,Mx.,Stacey Costa
1220,Female,Saint Lucia,Christianity,Conservative,Heterosexual,Mrs.,Sarah Phillips
1221,Male,Luxembourg,Christianity,Libertarian,Heterosexual,Mr.,Antonio Nelson
1222,Female,Liechtenstein,Islam,Conservative,Heterosexual,Ms.,Dylan Guzman
1223,Female,Netherlands Antilles,Hinduism,Libertarian,Bisexual,Dr.,Marcus Brown
1224,Female,Libyan Arab Jamahiriya,Islam,Conservative,Bisexual,Mrs.,Rebecca Bowen
1225,Male,Singapore,Islam,Conservative,Homosexual,Mx.,Chad Erickson
1226,Male,Guadeloupe,Christianity,Liberal,Heterosexual,Dr.,Kevin Curry
1227,Male,Botswana,Hinduism,Libertarian,Homosexual,Mr.,James Thompson
1228,Female,Martinique,Buddhism,Conservative,Bisexual,Mr.,Matthew Baker
1229,Female,Saint Pierre and Miquelon,Hinduism,Conservative,Heterosexual,Mr.,Amy Carter
1230,Male,Togo,Hinduism,Libertarian,Bisexual,Mrs.,Jerry Spears
1231,Female,Cayman Islands,Islam,Conservative,Heterosexual,Mrs.,Mark Ramirez DDS
1232,Male,Micronesia,Buddhism,Conservative,Homosexual,Mrs.,Richard Cole
1233,Female,Costa Rica,Christianity,Conservative,Heterosexual,Mr.,Michaela Kim
1234,Male,Marshall Islands,Buddhism,Conservative,Heterosexual,Mr.,Tara Sandoval
1235,Male,Latvia,Christianity,Liberal,Heterosexual,Ms.,Karen Davis
1236,Male,Wallis and Futuna,Hinduism,Libertarian,Heterosexual,Mr.,Erin Avila
1237,Female,Madagascar,Islam,Conservative,Homosexual,Mrs.,Michael Greer
1238,Male,Gibraltar,Buddhism,Conservative,Heterosexual,Mr.,Barry Jones
1239,Male,Egypt,Buddhism,Conservative,Bisexual,Mr.,James Keith
1240,Female,Australia,Islam,Liberal,Bisexual,Mx.,Jose Harris
1241,Female,Cocos (Keeling) Islands,Islam,Liberal,Bisexual,Mrs.,Karen Williams
1242,Female,Norway,Buddhism,Liberal,Heterosexual,Mrs.,Anthony Acosta
1243,Female,Armenia,Hinduism,Liberal,Heterosexual,Mrs.,Ryan Middleton
1244,Female,Mexico,Christianity,Conservative,Bisexual,Mx.,Scott Jordan
1245,Female,Samoa,Islam,Libertarian,Homosexual,Dr.,Jeremy Peterson
1246,Female,Guatemala,Buddhism,Liberal,Homosexual,Mrs.,Nicole Flores
1247,Male,Niger,Buddhism,Libertarian,Bisexual,Mr.,Douglas Robinson
1248,Female,South Georgia and the South Sandwich Islands,Buddhism,Conservative,Heterosexual,Ms.,Anthony Graves
1249,Male,France,Islam,Liberal,Heterosexual,Mr.,Katrina Hughes
1250,Male,Kuwait,Christianity,Liberal,Heterosexual,Dr.,Rebecca Simmons
1251,Female,Palau,Christianity,Liberal,Heterosexual,Mr.,Cindy Harris
1252,Male,Aruba,Christianity,Conservative,Homosexual,Mr.,Daniel Castillo
1253,Male,Niger,Islam,Liberal,Heterosexual,Mx.,Diana Hernandez
1254,Female,Cameroon,Hinduism,Conservative,Homosexual,Misc.,Laura Vargas
1255,Male,Cuba,Christianity,Liberal,Homosexual,Ms.,Austin Parks
1256,Female,Cayman Islands,Hinduism,Liberal,Homosexual,Mr.,Mr. Nicholas Buckley
1257,Female,Sudan,Christianity,Libertarian,Heterosexual,Mr.,Autumn Willis
1258,Female,Liberia,Christianity,Libertarian,Heterosexual,Mx.,Joseph Fry
1259,Male,Faroe Islands,Islam,Liberal,Bisexual,Mr.,Travis Bell
1260,Female,France,Islam,Liberal,Bisexual,Mrs.,Jason Luna
1261,Male,Luxembourg,Buddhism,Libertarian,Heterosexual,Mr.,Kenneth Henderson
1262,Female,Christmas Island,Christianity,Liberal,Heterosexual,Dr.,Jennifer Johnson
1263,Female,Estonia,Hinduism,Conservative,Homosexual,Mx.,Nina Soto
1264,Female,French Polynesia,Hinduism,Conservative,Heterosexual,Mr.,Kevin Christensen
1265,Male,Swaziland,Hinduism,Conservative,Homosexual,Mrs.,Selena Perez
1266,Male,Saint Kitts and Nevis,Islam,Libertarian,Bisexual,Ind.,Angela Webster
1267,Female,Palau,Christianity,Libertarian,Homosexual,Ms.,Cynthia Haley
1268,Male,Zambia,Buddhism,Conservative,Bisexual,Dr.,Kristina Martinez
1269,Male,Sao Tome and Principe,Islam,Liberal,Bisexual,Mr.,Thomas Dunn
1270,Female,Cambodia,Islam,Libertarian,Homosexual,Mr.,William West
1271,Female,Antigua and Barbuda,Islam,Conservative,Homosexual,Mx.,Erika Graham
1272,Male,Andorra,Buddhism,Liberal,Bisexual,Mx.,Joshua Brown
1273,Female,Bosnia and Herzegovina,Buddhism,Libertarian,Homosexual,Mrs.,David Barajas
1274,Female,Bahrain,Hinduism,Liberal,Bisexual,Misc.,Martha Mccall
1275,Female,Liechtenstein,Hinduism,Liberal,Homosexual,Mrs.,David Perkins
1276,Female,Guinea-Bissau,Hinduism,Conservative,Homosexual,Mr.,Michelle Cross
1277,Female,Saint Lucia,Hinduism,Conservative,Heterosexual,Mrs.,Ashley Lee
1278,Male,Ireland,Christianity,Liberal,Heterosexual,Ms.,Rebecca Watson
1279,Female,Malawi,Buddhism,Liberal,Homosexual,Mr.,David Lee
1280,Male,Spain,Buddhism,Liberal,Heterosexual,Mr.,Elizabeth Jimenez
1281,Female,Cameroon,Christianity,Liberal,Heterosexual,Mrs.,Sophia Hodges
1282,Female,Hong Kong,Christianity,Libertarian,Bisexual,Mr.,Shelia Hunt
1283,Female,Solomon Islands,Hinduism,Conservative,Bisexual,Mrs.,Jennifer Delgado
1284,Female,American Samoa,Islam,Liberal,Heterosexual,Mx.,Amanda Hayes
1285,Male,Costa Rica,Islam,Conservative,Homosexual,Mrs.,David Smith
1286,Female,Australia,Hinduism,Conservative,Heterosexual,Mrs.,Nicholas Oliver
1287,Male,Marshall Islands,Islam,Libertarian,Bisexual,Mrs.,Richard Heath
1288,Female,Poland,Hinduism,Conservative,Homosexual,Mrs.,Ann Soto
1289,Male,United Arab Emirates,Hinduism,Liberal,Heterosexual,Mr.,Arthur Johnson
1290,Male,Uruguay,Buddhism,Libertarian,Bisexual,Mx.,Cheyenne Taylor
1291,Male,Dominica,Hinduism,Liberal,Heterosexual,Mx.,Brittany Parker
1292,Female,Sudan,Christianity,Liberal,Heterosexual,Mr.,Kevin Williams
1293,Male,Armenia,Islam,Conservative,Homosexual,Mr.,Russell Hays
1294,Female,Jamaica,Christianity,Libertarian,Homosexual,Ms.,Brandon Quinn
1295,Male,Cook Islands,Buddhism,Conservative,Heterosexual,Mr.,Kimberly Kennedy
1296,Female,Ireland,Islam,Liberal,Bisexual,Mrs.,Tricia Vincent
1297,Male,Cuba,Islam,Conservative,Heterosexual,Mrs.,Destiny Martin
1298,Female,Burundi,Christianity,Conservative,Homosexual,Mr.,Anthony Becker
1299,Male,Cameroon,Buddhism,Liberal,Heterosexual,Mr.,Crystal Hernandez
1300,Female,Nauru,Islam,Conservative,Bisexual,Mx.,Tracy Mathews
1301,Female,Antigua and Barbuda,Islam,Libertarian,Bisexual,Mrs.,Erika Thompson
1302,Male,Slovenia,Christianity,Libertarian,Heterosexual,Ind.,Eric Howell
1303,Female,Somalia,Islam,Conservative,Homosexual,Mrs.,Katelyn Williams
1304,Male,Iraq,Buddhism,Liberal,Heterosexual,Mrs.,Olivia Greene
1305,Male,Mauritania,Buddhism,Conservative,Heterosexual,Dr.,Monica Perry
1306,Female,Indonesia,Christianity,Conservative,Bisexual,Dr.,Thomas Armstrong
1307,Female,Bolivia,Buddhism,Conservative,Homosexual,Dr.,Abigail Bowen
1308,Male,Ecuador,Buddhism,Conservative,Homosexual,Mrs.,Robert Lyons
1309,Female,Dominican Republic,Buddhism,Conservative,Homosexual,Mr.,Leah Stewart
1310,Male,Andorra,Hinduism,Liberal,Homosexual,Mx.,Michelle Lewis
1311,Female,Thailand,Buddhism,Libertarian,Bisexual,Dr.,Stephanie Molina
1312,Male,Cayman Islands,Christianity,Liberal,Heterosexual,Mrs.,Kristina Ramirez
1313,Male,Mozambique,Christianity,Libertarian,Heterosexual,Miss,Ashley Tran
1314,Male,Togo,Hinduism,Libertarian,Bisexual,Dr.,Joseph Jackson
1315,Female,Portugal,Buddhism,Liberal,Homosexual,Ms.,Jerome Green
1316,Female,Nauru,Christianity,Conservative,Heterosexual,Mx.,Ashley Jones
1317,Female,Guyana,Islam,Liberal,Homosexual,Dr.,Jennifer Ward
1318,Male,Romania,Christianity,Libertarian,Bisexual,Dr.,Jacob Jones
1319,Female,Canada,Hinduism,Liberal,Heterosexual,Mx.,Anne Moon
1320,Male,Uganda,Buddhism,Conservative,Bisexual,Mrs.,Cody Morris
1321,Male,Seychelles,Buddhism,Libertarian,Homosexual,Dr.,Kathy Allen
1322,Female,Saint Kitts and Nevis,Buddhism,Libertarian,Heterosexual,Dr.,Anthony Sandoval
1323,Male,Serbia,Christianity,Conservative,Bisexual,Mrs.,Kenneth Ballard MD
1324,Female,Grenada,Buddhism,Libertarian,Bisexual,Mr.,Teresa Reynolds
1325,Male,Dominica,Christianity,Libertarian,Homosexual,Mx.,Shannon Adams
1326,Female,Timor-Leste,Buddhism,Libertarian,Bisexual,Mrs.,Erik Sellers
1327,Female,Burkina Faso,Islam,Liberal,Heterosexual,Mrs.,Christopher Hurley
1328,Male,El Salvador,Christianity,Libertarian,Heterosexual,Mr.,Melissa Willis
1329,Female,Aruba,Islam,Libertarian,Heterosexual,Mx.,Lauren Taylor
1330,Male,Paraguay,Islam,Conservative,Heterosexual,Mr.,Amber Phillips
1331,Male,Honduras,Christianity,Libertarian,Bisexual,Mx.,Angela Sutton
1332,Female,Hungary,Hinduism,Liberal,Homosexual,Mr.,Adam Bray
1333,Male,Azerbaijan,Buddhism,Libertarian,Homosexual,Mx.,Brenda Rodriguez
1334,Female,French Guiana,Buddhism,Libertarian,Bisexual,Mx.,Mallory Castro
1335,Female,South Georgia and the South Sandwich Islands,Buddhism,Libertarian,Bisexual,Miss,Ashley Lewis
1336,Male,Saint Helena,Buddhism,Libertarian,Bisexual,Ind.,John Patterson
1337,Male,United Arab Emirates,Christianity,Libertarian,Heterosexual,Misc.,Donald Turner
1338,Male,Seychelles,Christianity,Libertarian,Homosexual,Mx.,James Young
1339,Male,Zimbabwe,Buddhism,Conservative,Bisexual,Mrs.,Thomas Nelson
1340,Male,Jordan,Hinduism,Liberal,Bisexual,Mx.,Jack Evans
1341,Female,Turks and Caicos Islands,Hinduism,Conservative,Homosexual,Dr.,Kirk Lara
1342,Female,Ukraine,Islam,Conservative,Heterosexual,Mrs.,Kristina Smith
1343,Male,Maldives,Christianity,Conservative,Homosexual,Mr.,Paul Howard
1344,Female,Liberia,Islam,Libertarian,Bisexual,Mr.,David Burch
1345,Female,Tanzania,Buddhism,Libertarian,Bisexual,Misc.,Jennifer Foster
1346,Male,Slovenia,Christianity,Liberal,Heterosexual,Dr.,Barbara Ford
1347,Male,Belgium,Islam,Libertarian,Heterosexual,Mrs.,Brian Graham
1348,Male,Algeria,Christianity,Liberal,Homosexual,Mr.,Tracey Walter
1349,Male,Chile,Buddhism,Conservative,Bisexual,Dr.,Jason Phillips
1350,Male,Cyprus,Hinduism,Libertarian,Bisexual,Mrs.,John Hobbs
1351,Male,French Guiana,Islam,Conservative,Bisexual,Dr.,Brandi Simpson
1352,Male,Somalia,Christianity,Conservative,Heterosexual,Mx.,Adam Hamilton
1353,Male,Colombia,Christianity,Libertarian,Bisexual,Mrs.,Brian Smith
1354,Female,Barbados,Christianity,Libertarian,Bisexual,Mrs.,Joshua Mcclure
1355,Female,Sweden,Islam,Conservative,Heterosexual,Miss,Amy Garrison
1356,Female,Singapore,Hinduism,Libertarian,Homosexual,Mx.,James Vazquez
1357,Female,Pakistan,Hinduism,Conservative,Bisexual,Mr.,John Nicholson
1358,Female,Namibia,Hinduism,Conservative,Heterosexual,Mrs.,Jasmine Howe
1359,Male,Madagascar,Christianity,Liberal,Heterosexual,Mx.,Michael Griffin
1360,Female,Finland,Christianity,Liberal,Heterosexual,Mrs.,Michael Molina
1361,Female,Sudan,Hinduism,Liberal,Heterosexual,Mr.,Rebecca Stewart
1362,Male,Tonga,Islam,Libertarian,Homosexual,Mx.,Nicole Morton
1363,Male,Guinea,Christianity,Liberal,Bisexual,Misc.,Brianna Williams
1364,Female,Djibouti,Hinduism,Libertarian,Bisexual,Mrs.,Ryan Robertson
1365,Female,Saint Barthelemy,Christianity,Conservative,Bisexual,Mrs.,Robert Nichols
1366,Male,Luxembourg,Islam,Conservative,Heterosexual,Mrs.,Bradley Sanders
1367,Female,Bosnia and Herzegovina,Buddhism,Libertarian,Heterosexual,Mrs.,Robert Campbell
1368,Female,Seychelles,Buddhism,Libertarian,Bisexual,Mrs.,Shawn Cruz
1369,Female,Bulgaria,Buddhism,Liberal,Heterosexual,Ind.,Taylor Ryan
1370,Female,Central African Republic,Buddhism,Liberal,Bisexual,Mrs.,Alyssa Lee
1371,Female,Greenland,Islam,Liberal,Heterosexual,Mr.,Mrs. Andrea Mays
1372,Female,Bulgaria,Buddhism,Conservative,Heterosexual,Mr.,Marie Kidd
1373,Male,Palau,Islam,Liberal,Homosexual,Mr.,Claudia Hanson
1374,Male,Belize,Islam,Libertarian,Homosexual,Mx.,Julie Miller
1375,Female,Uganda,Christianity,Conservative,Homosexual,Mr.,Shawn Moore
1376,Male,Russian Federation,Hinduism,Libertarian,Bisexual,Mr.,Monica Martinez
1377,Female,Liechtenstein,Hinduism,Liberal,Heterosexual,Mrs.,Amy Mathis
1378,Female,North Macedonia,Buddhism,Libertarian,Heterosexual,Mr.,Michael Evans
1379,Male,Germany,Islam,Conservative,Heterosexual,Mr.,Joanna Kline
1380,Male,Cote d'Ivoire,Buddhism,Conservative,Homosexual,Ms.,Thomas Valentine
1381,Male,Australia,Christianity,Liberal,Bisexual,Dr.,Gary Griffin
1382,Female,United Arab Emirates,Buddhism,Conservative,Heterosexual,Mr.,William Cardenas
1383,Female,Norway,Christianity,Libertarian,Homosexual,Mr.,Debbie Lee
1384,Male,Hungary,Christianity,Libertarian,Bisexual,Dr.,Susan Davis
1385,Male,Albania,Buddhism,Liberal,Homosexual,Dr.,Steven Nguyen
1386,Male,Saint Lucia,Hinduism,Libertarian,Bisexual,Mr.,Meghan Ballard
1387,Male,Norfolk Island,Buddhism,Liberal,Bisexual,Mrs.,Amanda Bond
1388,Female,Tuvalu,Islam,Libertarian,Bisexual,Dr.,Kathryn Morrison
1389,Male,Georgia,Buddhism,Conservative,Homosexual,Mr.,Emily Trujillo
1390,Male,Estonia,Hinduism,Libertarian,Homosexual,Mr.,Kelly Davis MD
1391,Female,Netherlands,Buddhism,Libertarian,Homosexual,Mr.,Sean Pratt
1392,Male,Christmas Island,Buddhism,Libertarian,Bisexual,Dr.,Molly Harrington
1393,Female,Montserrat,Christianity,Conservative,Homosexual,Mx.,Adam Smith
1394,Female,Niue,Christianity,Libertarian,Homosexual,Mr.,Jordan Rivera
1395,Female,Togo,Islam,Conservative,Heterosexual,Mx.,Angela Mcdonald
1396,Male,Armenia,Buddhism,Conservative,Homosexual,Ms.,Keith Martin
1397,Female,Puerto Rico,Christianity,Liberal,Bisexual,Dr.,Shelley Williams
1398,Male,Romania,Christianity,Liberal,Heterosexual,Mrs.,Elizabeth Cowan
1399,Female,Finland,Islam,Liberal,Bisexual,Ms.,Caitlin Morales
1400,Male,Guadeloupe,Hinduism,Liberal,Bisexual,Mr.,David Oconnor
1401,Male,Marshall Islands,Islam,Libertarian,Bisexual,Dr.,John Ross
1402,Male,Somalia,Islam,Conservative,Heterosexual,Miss,Daniel Rhodes
1403,Male,Yemen,Hinduism,Liberal,Heterosexual,Mx.,Jacob Nixon
1404,Male,Maldives,Hinduism,Libertarian,Heterosexual,Ms.,Ian Alvarado
1405,Male,Korea,Islam,Libertarian,Heterosexual,Mr.,Danielle King
1406,Female,Paraguay,Hinduism,Libertarian,Homosexual,Mrs.,Lisa Petty
1407,Female,Antarctica (the territory South of 60 deg S),Buddhism,Libertarian,Bisexual,Mrs.,Drew Blankenship
1408,Male,Micronesia,Islam,Liberal,Homosexual,Mx.,Charles Warren
1409,Female,French Southern Territories,Buddhism,Conservative,Homosexual,Dr.,Sarah Johnson
1410,Female,Luxembourg,Christianity,Liberal,Homosexual,Dr.,Christy Thomas
1411,Female,Paraguay,Christianity,Liberal,Heterosexual,Miss,Angelica Robinson
1412,Female,British Indian Ocean Territory (Chagos Archipelago),Christianity,Conservative,Homosexual,Mx.,Gregory Vasquez
1413,Female,Liberia,Islam,Liberal,Bisexual,Mr.,Yvonne Chandler
1414,Female,Armenia,Christianity,Conservative,Bisexual,Mx.,Heidi Escobar
1415,Female,Mali,Hinduism,Libertarian,Bisexual,Mr.,Kelsey Mccarthy
1416,Male,Papua New Guinea,Hinduism,Liberal,Bisexual,Ms.,Brandi Franco
1417,Male,Wallis and Futuna,Christianity,Libertarian,Bisexual,Mx.,Michael Smith
1418,Female,Wallis and Futuna,Christianity,Liberal,Bisexual,Mr.,Anthony Riggs
1419,Female,Cuba,Hinduism,Conservative,Homosexual,Ind.,Courtney Morgan
1420,Female,Saint Martin,Hinduism,Liberal,Homosexual,Mrs.,Timothy Clarke
1421,Male,New Zealand,Hinduism,Libertarian,Bisexual,Dr.,Andre Hardy
1422,Female,Malta,Buddhism,Libertarian,Bisexual,Mr.,Ruben Vaughn
1423,Female,Turkey,Hinduism,Liberal,Heterosexual,Mrs.,Jim Bennett
1424,Female,Kiribati,Islam,Libertarian,Homosexual,Mr.,John Wright
1425,Male,Mongolia,Hinduism,Conservative,Bisexual,Mr.,Patrick Gonzalez
1426,Female,Holy See (Vatican City State),Hinduism,Libertarian,Bisexual,Dr.,Kari Miller
1427,Female,Mauritius,Islam,Libertarian,Bisexual,Mrs.,Nancy Reid
1428,Male,Myanmar,Islam,Liberal,Homosexual,Mr.,Gregory Brandt
1429,Male,Serbia,Islam,Liberal,Bisexual,Mr.,Vernon Klein
1430,Male,Northern Mariana Islands,Islam,Liberal,Bisexual,Ms.,Brittany Rivera
1431,Female,Bosnia and Herzegovina,Hinduism,Libertarian,Bisexual,Ms.,Zachary Villarreal
1432,Male,Mozambique,Hinduism,Libertarian,Heterosexual,Mr.,Ryan Moore
1433,Female,Sao Tome and Principe,Islam,Conservative,Homosexual,Mr.,Bradley Huber
1434,Female,Ethiopia,Islam,Libertarian,Homosexual,Mrs.,Katherine Pacheco
1435,Male,Barbados,Christianity,Liberal,Homosexual,Mrs.,Mary Simmons
1436,Female,Slovenia,Buddhism,Conservative,Heterosexual,Mx.,Kevin Grant
1437,Male,Argentina,Buddhism,Liberal,Heterosexual,Mrs.,Oscar Nolan
1438,Female,Barbados,Hinduism,Conservative,Homosexual,Dr.,Andrea Alvarez
1439,Female,Uruguay,Christianity,Liberal,Homosexual,Mx.,Brandon Patrick
1440,Female,Hungary,Islam,Conservative,Bisexual,Misc.,Brandi Nichols
1441,Male,Senegal,Islam,Liberal,Homosexual,Mr.,Darren Weaver
1442,Male,Honduras,Hinduism,Libertarian,Homosexual,Mr.,Jesus Walters
1443,Male,Latvia,Hinduism,Libertarian,Bisexual,Mr.,Anthony Hernandez
1444,Male,Togo,Hinduism,Libertarian,Bisexual,Ms.,Courtney Collins
1445,Female,Comoros,Buddhism,Libertarian,Homosexual,Mrs.,April Cameron
1446,Male,Australia,Islam,Liberal,Homosexual,Mr.,Ashley Wall
1447,Male,Costa Rica,Christianity,Liberal,Heterosexual,Ms.,Lori Mcknight
1448,Female,Dominican Republic,Buddhism,Liberal,Heterosexual,Dr.,Brandon Brennan
1449,Female,Congo,Christianity,Libertarian,Bisexual,Dr.,John Mccoy
1450,Male,Malawi,Hinduism,Conservative,Homosexual,Mr.,Brian Collins
1451,Female,Korea,Christianity,Conservative,Bisexual,Mrs.,Dawn Walker
1452,Male,Canada,Islam,Liberal,Bisexual,Ms.,Elizabeth Mclean
1453,Male,Korea,Islam,Liberal,Bisexual,Ind.,William Green
